,t,fire_0_x,fire_0_y,fire_1_x,fire_1_y,fire_2_x,fire_2_y,fire_3_x,fire_3_y,fire_4_x,fire_4_y,police_0_x,police_0_y,police_1_x,police_1_y,police_2_x,police_2_y,police_3_x,police_3_y,police_4_x,police_4_y,guard_0_x,guard_0_y,guard_1_x,guard_1_y,guard_2_x,guard_2_y,guard_3_x,guard_3_y,guard_4_x,guard_4_y
47,47,-11.698420270927368,-12.2605114704685,-8.62903045974085,-10.76225880240602,1.2167390199670591,-10.383186619838387,-13.493351517811282,-9.270367996380001,-4.8947400823798155,10.399954289092904,-7.87644353898434,17.03144701839542,10.94768568599385,4.325383151765546,5.781684185729098,-11.31530923372029,-1.0375756667014813,-0.6497797313389012,-6.202949558422656,-15.181318691081652,-3.387162589752785,-13.29550533079372,-0.22435852000735207,9.431136069779464,-12.887590595738013,-3.220075105046268,9.06702619832732,-17.73879813616532,-11.749330173740772,13.349370122465782
48,48,-11.98610000250809,-12.56550619146465,-9.14167573620926,-11.19700919089252,1.4624589693801595,-10.417407135715104,-13.9599548666173,-9.501870809906695,-4.772562687698827,10.739912796652211,-8.373061969835119,17.656554270882605,11.223574316730508,4.2991604222187885,5.711805093940591,-11.839457901788489,-1.1257993426718356,-0.4688686787316094,-6.144758444587724,-15.571921520433825,-3.3789379355461464,-13.558643311694695,-0.2980625075879184,9.896624150184495,-13.436181299138036,-3.4653630114206777,8.803759333348957,-18.22231018457443,-12.373398619836014,14.124425259959713
49,49,-12.313397999708707,-12.820199885957818,-9.560503823385433,-11.604594440448093,1.7317024208417704,-10.518241095653384,-14.368013502113316,-9.793644390537864,-4.707867552975454,11.008456156761977,-8.867471813120561,18.327082863468995,11.409410050086944,4.32429929998786,5.549905879271927,-12.316486339025325,-1.1802043303721983,-0.37557864064250523,-6.0751970262991755,-15.889443324811923,-3.2917108888766218,-13.828720578526138,-0.39960636628348717,10.335532597649127,-14.035592754399106,-3.683323898076557,8.62429074786613,-18.61256840822824,-13.0455534779641,14.82428452569862
50,50,-12.635144174356457,-13.155566823755303,-10.008290842034725,-12.10292323219905,2.028607789651747,-10.649080220447408,-14.870337935491841,-10.013645217343468,-4.6038176384540765,11.249087918919242,-9.450088236306803,18.90820008120412,11.50990107571735,4.441084019801737,5.383974776982875,-12.891607647253581,-1.2383640386347325,-0.3091420578333665,-5.917590327591348,-16.27691627016921,-3.238707263280457,-14.190449248916169,-0.48412026655002777,10.760252173770038,-14.672939931638883,-3.870920179902763,8.51632609813795,-19.092007790388976,-13.70884126380915,15.461087594547065
51,51,-12.998775691398182,-13.559426787283634,-10.429814998797877,-12.646609279012138,2.3222020384311675,-10.869599350752333,-15.428078128172096,-10.227308910455243,-4.42258015283385,11.579297106041333,-10.122224941208888,19.408475284103044,11.627822681665448,4.588108292909957,5.272172596989687,-13.49729603616358,-1.3501764216779577,-0.3423204009165998,-5.701433805034243,-16.717937123698487,-3.1500326203139104,-14.589164576699487,-0.5423660526128822,11.193679130904924,-15.41007322346193,-4.060039642466684,8.372130948699281,-19.543773576508084,-14.431139455320393,16.153607396775165
52,52,-13.383587760384462,-13.947788967101316,-10.900983171766693,-13.139091342433904,2.6839030115860076,-11.136313698336792,-15.963739720451894,-10.407374949020369,-4.303756684635483,11.853602889164069,-10.742567238877172,19.99029740444314,11.812703647107407,4.765006128649725,5.1672573773584745,-14.06239743882951,-1.5315241925338905,-0.4494972239335548,-5.441316232759143,-17.11516037000187,-3.00283315440222,-14.916676525471871,-0.6675681157801394,11.713414286517338,-16.127730062400246,-4.324653642940866,8.282896613685473,-19.942362259716813,-15.108680067655854,16.923668421841143
53,53,-13.670181044677074,-14.257719209053858,-11.448867248654159,-13.705714967612508,2.9486235119274213,-11.47497806036391,-16.589525315049965,-10.492578014180559,-4.236170989298318,12.106081418249135,-11.336461707351887,20.641132579874686,12.02877547995664,4.9001357025292505,5.137718207988204,-14.54773219330024,-1.7877208564447136,-0.5191231755918491,-5.218083827205305,-17.585151207174697,-2.9040667624246552,-15.303959648194214,-0.7998854334224653,12.257848864050471,-16.838171721328166,-4.491593746764828,8.185402876541824,-20.319376336947425,-15.837184936342156,17.706901587914402
54,54,-14.03892128878174,-14.580082282219593,-11.96562635523602,-14.358538464616043,3.133596929062951,-11.729215618627693,-17.202057832882307,-10.609920664296544,-4.245443543530423,12.420595618749253,-11.968277073786005,21.319569614382544,12.339980429236887,5.065603966341762,5.116896160080086,-14.962946083325,-2.0264941424921137,-0.680664520733461,-4.952338378616219,-18.026553290534256,-2.7462504029307624,-15.657957674273796,-0.9588076372145112,12.723241208811512,-17.607685190215715,-4.650878984946186,8.089681662873978,-20.76880322971683,-16.657655305375503,18.444427233334203
55,55,-14.454471689501982,-15.000295445260567,-12.44902716188536,-14.990852188484219,3.2205027745419104,-12.060586113403456,-17.885703151296315,-10.736130434010668,-4.325461920536845,12.760667323838089,-12.603821334982976,22.03618249427282,12.659319645843944,5.250421821549762,5.178870579771696,-15.324689422015293,-2.358569622261028,-0.9370478519769762,-4.726971520990207,-18.477298281263465,-2.5786053110883422,-15.935838502547426,-1.0952727213475777,13.128800249971057,-18.460306335103922,-4.8878916494793625,7.956130362633568,-21.120266255902564,-17.44405765226934,19.1663156885898
56,56,-14.944847254170677,-15.371228490865473,-12.833299468631262,-15.602385075259198,3.332193173565619,-12.346887693380785,-18.608100178343136,-10.77970871961812,-4.309563907118221,13.10523682132148,-13.285853609150418,22.80508164932522,12.909168884443599,5.4908907383699335,5.305495524616703,-15.657072491194555,-2.6590225955168347,-1.2477678462433062,-4.588603515198939,-19.02603676959248,-2.3865382193222735,-16.264063881179126,-1.2933647357499574,13.56473398652162,-19.277001808313607,-5.062751596937411,7.863849669361771,-21.411776363183105,-18.234913018116163,19.968828694097738
57,57,-15.409156567475877,-15.8109660897526,-13.225416642286076,-16.18269778380527,3.410946630746022,-12.544064669483818,-19.246302210424215,-10.88901750747622,-4.233474932765375,13.379623572893086,-13.950480264624339,23.514447400351106,13.079064237998473,5.6504965544227765,5.507824109430044,-16.044047740874916,-2.996540138041747,-1.5330388678985618,-4.485459363208107,-19.57216558490762,-2.1180104158544344,-16.604281943694446,-1.533671553714003,14.085768358932977,-20.04344309483054,-5.190060390694713,7.72270086057809,-21.72405772768113,-18.971486119457527,20.81887378742269
58,58,-15.924618651531377,-16.194679304838214,-13.51796741809748,-16.750758905409988,3.481853760343092,-12.805020376808011,-19.82536049808973,-10.98090603221944,-4.127243796593019,13.602103134937703,-14.561339753908026,24.26481327714428,13.215684621859442,5.807946918397231,5.792722246378275,-16.38988713413719,-3.286272233978652,-1.8233150636092537,-4.4411907948345934,-20.16715035659976,-1.9228604577892112,-16.93827781553153,-1.8481084243110086,14.668363237233109,-20.77729083694237,-5.243919988097292,7.512940306526079,-22.01733437963636,-19.728659360784768,21.688819725289438
59,59,-16.42525516483624,-16.485161400426033,-13.805439917014652,-17.277080373079738,3.6114014979669538,-13.165597170244732,-20.3064729487345,-11.013221901324394,-3.9737544992478684,13.839811148780402,-15.105009512766998,25.049370950805468,13.380740738190967,5.996092563264932,5.993749287587774,-16.738452503459218,-3.5253677213306713,-2.2109437885746583,-4.302371842724681,-20.718556730682007,-1.7179505230774739,-17.30572419490416,-2.0645247919402503,15.28339951397847,-21.53426913262538,-5.215351250277051,7.395448008649723,-22.223400241829577,-20.417644839133967,22.600891613288358
60,60,-16.917679078977578,-16.803088478599733,-14.111859224617332,-17.813213594655583,3.6928194460942207,-13.566442007130592,-20.690896455637947,-11.06882402640273,-3.764718493200307,14.077499854691757,-15.569738656215637,25.8425787112624,13.639032797325976,6.087391469583167,6.255483323452996,-16.995038905522907,-3.8143340546584157,-2.564508265700268,-4.096409343991685,-21.332136679828324,-1.4749876443141248,-17.743671758925938,-2.2105344487704417,15.884021076431472,-22.207212804299395,-5.174633042348834,7.280885236093779,-22.423491256530088,-21.18489742916128,23.476634852913918
61,61,-17.34244357391356,-17.154726511892044,-14.517136199134448,-18.357745344031386,3.8694277649449447,-13.875217061377468,-20.98084815971576,-11.135573805217492,-3.4593826701292496,14.392479543406578,-16.00351904372334,26.70193730648965,13.802901506423341,6.228105745438498,6.47169772415158,-17.30825701154596,-4.1516146308657955,-3.017474699475984,-3.8029453054049505,-21.8970155485299,-1.3288566264187127,-18.12609177580557,-2.3976597235375356,16.447339502928827,-22.92203604051497,-5.114010287758767,7.256888843708395,-22.616227724013786,-21.903722172796392,24.31290774113786
62,62,-17.840901964459768,-17.56973817187652,-14.864991371341638,-18.825292234224975,4.117326569651581,-14.137832396313579,-21.190909827308893,-11.153795497035816,-3.2212673332879946,14.746958171622332,-16.474967726519363,27.472062469601727,14.041192350141943,6.3180892852983215,6.710331269676825,-17.674005776384575,-4.477269986538983,-3.469268901012691,-3.469551118071993,-22.390490024923054,-1.2002192660959208,-18.535743061673614,-2.4942908738610132,16.912330103283672,-23.730368264341518,-5.055247297213475,7.144214868211057,-22.760773612517646,-22.594663107950147,25.165882743601486
63,63,-18.409599128220684,-17.9845147896267,-15.244819342826503,-19.351384408036548,4.409065925190371,-14.403906740088484,-21.37326852277024,-11.088808063917567,-2.9199056996026327,15.069005933830441,-16.91624776688673,28.243715127330155,14.325129385001558,6.37129796085086,6.949887520373514,-17.953128803107404,-4.902903054155488,-3.923630648684878,-3.1870062405758364,-22.844175359497815,-1.1078291827658409,-19.026344022691884,-2.509809061732615,17.357301357367906,-24.53193152272841,-4.9318429023370705,7.0011206568489035,-22.916644937779093,-23.232523400773225,25.945233292278697
64,64,-19.04464736401206,-18.33249675204865,-15.613611476740116,-19.89312661330508,4.632595148984729,-14.65655937555939,-21.618927784481382,-11.012339185558112,-2.59689381854958,15.345651593322685,-17.293294012242573,29.081803038679297,14.590477063620499,6.327216473193468,7.272161323914152,-18.225466302194267,-5.40803246221638,-4.3243197845695365,-2.950454153722792,-23.268415676047415,-0.9878658112966408,-19.5061911460602,-2.460563444965905,17.790671130708574,-25.27525177825383,-4.850022085755194,6.797162207242432,-22.98806815391907,-23.866112864146707,26.654284933476678
65,65,-19.683440654914016,-18.60994822424146,-16.04070919149092,-20.352536018935602,4.9305488515332465,-14.918252493880546,-21.913515048549947,-11.02151464996411,-2.2411576113665186,15.705744936947958,-17.748621341742588,29.955447783120036,14.940760929232445,6.25381512314653,7.685844560838675,-18.52580214375105,-5.819993290185335,-4.646096622592553,-2.7018626665680303,-23.739522156617102,-0.9116774403955685,-20.05930071933097,-2.332751291229915,18.30962506099456,-26.06454011872864,-4.760296944127358,6.616007361021158,-23.12550096103961,-24.571927432677654,27.38503261705388
66,66,-20.286484582249656,-18.943937612296363,-16.44414290827832,-20.858843668806557,5.16049321768165,-15.27521978523472,-22.1689135150159,-11.096954761300031,-1.8754398627622944,16.037859792291552,-18.148903974390763,30.9285183579834,15.231758579127163,6.146243128841741,8.12518241456866,-18.78457682082623,-6.141025661360895,-5.0112372761629,-2.368173658362754,-24.28133244712523,-0.8677332471076656,-20.69620738601767,-2.2109831341819195,18.78784952037008,-26.945687214980087,-4.629245119019492,6.534779159977949,-23.36290319339433,-25.347293919697645,28.146059944643987
67,67,-20.988502897653177,-19.374669417470155,-16.882524360791017,-21.419465383103034,5.292606107733918,-15.57084030545036,-22.38772355056861,-11.137561127669457,-1.5506332294942606,16.27088018496837,-18.49809401751651,31.980040864613173,15.501433157112439,6.02371577271419,8.524659735636611,-19.11567472139997,-6.379082364928769,-5.30654505998978,-2.0134475626022477,-24.7630683124938,-0.822660011668833,-21.29381785999997,-2.1101228215211343,19.279839529579025,-27.82111079726399,-4.578411498225568,6.448859300031783,-23.516536961069782,-26.11431878622242,28.900727392200842
68,68,-21.69290495841286,-19.75636093330331,-17.24892494425996,-22.077035764171683,5.384295848835268,-15.815615082095974,-22.63236567061585,-11.251194130699544,-1.1478115256395607,16.525373229630194,-18.768449178617836,32.96500322725727,15.870082908997345,5.96360577199,8.897709990879019,-19.52989237158642,-6.578294195005465,-5.666616161241876,-1.7055498856508031,-25.232627156039072,-0.8334515255275933,-21.916138810181238,-2.069248242417953,19.85932512719958,-28.6653458971509,-4.50218539967907,6.3170508291692755,-23.76382858351805,-26.872921677047437,29.608721612101572
69,69,-22.37418779884729,-20.075100084504385,-17.678004179644145,-22.75392375809681,5.386873453397814,-15.995038800541026,-22.85979664279259,-11.381706056163809,-0.8188372847824726,16.829971066920148,-18.952677655324116,33.93067750052803,16.301089975780926,5.804453354460647,9.282653084770624,-20.00060377118634,-6.874933091946095,-5.97275587602954,-1.3343786331088663,-25.763885012229952,-0.9334540593056462,-22.486054172852196,-2.038865905659408,20.436752289356065,-29.459259256373276,-4.332500429140189,6.180223127833964,-24.06580511761239,-27.691933818155096,30.29260743887501
70,70,-23.015222690829,-20.37631211380406,-18.007617193115376,-23.496198665661883,5.325374499009524,-16.208126005249998,-23.03322001170722,-11.552638859859425,-0.5060732837547756,17.1254837830624,-19.21926769265095,34.99267155226359,16.69019120378114,5.7009630387670525,9.622814026324074,-20.50033249722971,-7.172201889250356,-6.338755598674495,-1.0415954300529968,-26.258863936441255,-1.048430394534838,-23.10221876055976,-2.0120412587451804,21.00004133313962,-30.250319740486123,-4.086099186764178,6.052891966881015,-24.369711168174575,-28.605139396808582,30.9243012538212
71,71,-23.71633083054986,-20.72613014269874,-18.31991366453194,-24.32296939267561,5.275159252467591,-16.439934659261322,-23.10872330157357,-11.746643291149644,-0.18738856668306342,17.413670421754063,-19.49737400176093,36.11725414085406,17.076066634100858,5.611247532242672,10.046527242584261,-20.94286229232091,-7.409792987603746,-6.797782023083747,-0.7867456985103556,-26.85332068813387,-1.0869133864671754,-23.663291135393322,-1.9795138325085582,21.473040625804064,-30.98949508646892,-3.8625810392898763,5.985196544257178,-24.613231107782926,-29.61289333512722,31.54826397120374
72,72,-24.46885228348337,-21.007726216644976,-18.53873948791945,-25.174886578701027,5.128091696172985,-16.732465301286197,-23.11383727609921,-12.002588465539,0.10878802812485161,17.742707675306196,-19.70524536033635,37.21903893599751,17.463533119435255,5.48516250887808,10.43188937631796,-21.398468703452867,-7.618659541391325,-7.170140110749126,-0.6066941672893549,-27.404622465845115,-1.0286459205124,-24.240278532948373,-1.903524147695229,22.010518900487416,-31.69382212626664,-3.543645929674402,5.940805130018985,-24.832473133476668,-30.606531877777485,32.09306064538284
73,73,-25.21143543511247,-21.384531715975502,-18.694296150507594,-25.960653736689466,4.975370467361845,-16.993375221324314,-23.15567972311506,-12.293438332767234,0.4722008719157352,18.15469213609114,-19.896968772721326,38.22209082728668,17.793004076187113,5.342674087181657,10.762186861522657,-21.9448084822014,-7.86191072459072,-7.575757137610216,-0.5250829027793145,-27.952889957287365,-1.0183505504198198,-24.878329693939467,-1.877409871868762,22.587318081789228,-32.49286239446762,-3.274859773747308,5.802430660648743,-25.135213042753033,-31.544715133355368,32.63961642231094
74,74,-25.888593203346446,-21.836338348267315,-18.85306284247456,-26.68619234923518,4.758356769426223,-17.213180131766755,-23.147170571000107,-12.628459736438021,0.7905310627450057,18.589868006906453,-20.081629837203774,39.125344324479435,18.049411838562133,5.175427105850294,11.013423260534951,-22.541771024103102,-8.10833586699016,-7.951357922896154,-0.3902909065087352,-28.485553741513126,-0.9967944705268691,-25.603671338349,-1.8117034398553118,23.212345015517933,-33.26088733194384,-2.9250481861905677,5.710777972899624,-25.502650983175002,-32.532679267385646,33.14558664656737
75,75,-26.588317770448953,-22.247393359646356,-18.989997904465458,-27.419851313786406,4.530254571170309,-17.51211914681342,-23.202493172088964,-12.930671286640548,1.0092999968319585,19.03155027019491,-20.222405626109392,40.017526858522054,18.31249988710194,4.941933144350759,11.2391030623723,-23.158088326365426,-8.303953902716666,-8.319870710662672,-0.24381302006501693,-29.02271331645818,-1.0318018748947049,-26.391847775799263,-1.698865236522193,23.90235071693227,-33.95864871166399,-2.6551036605330722,5.638154899161044,-25.786230984556624,-33.617975398331225,33.67125048595424
76,76,-27.381493363560256,-22.58792273308115,-19.187842648789278,-28.23076448191919,4.363560541880839,-17.721244912051958,-23.197297528670255,-13.153003793201755,1.183602221353962,19.493637901662606,-20.455469775178752,40.92094386726928,18.537407351176704,4.632863228212642,11.477595268146034,-23.8717591146924,-8.54707742074692,-8.626580066909732,-0.014262561808718627,-29.643888102144693,-1.1605824612853954,-27.182392757276606,-1.6124467285344197,24.625937553021775,-34.571109710872804,-2.447367287448204,5.479738999996952,-26.100539126902177,-34.790625101848725,34.295618588092665
77,77,-28.218552529899522,-22.97674233035826,-19.381820750228467,-29.077771576584034,4.099607188853589,-17.96433492458272,-23.285661082462827,-13.285902729377563,1.271111555853533,20.032289666981423,-20.682191462966163,41.787052583732,18.831283983895318,4.2525320384735235,11.748555864647031,-24.545846523443885,-8.84874603216772,-8.876618461057292,0.15691504782532556,-30.317361853585332,-1.2571365673595767,-27.916657751074492,-1.6096898672127669,25.25420155751469,-35.26105519026008,-2.2940009419860594,5.4075291124381675,-26.326024942876145,-35.96191132606475,34.91831717675556
78,78,-29.02911183221124,-23.27543754386006,-19.660169208024858,-29.994072826795662,3.817081838188226,-18.18030168627105,-23.393974689111374,-13.324323077776986,1.423581288718363,20.497163157194787,-20.83155521422242,42.676600015844336,19.045584352520876,3.9316421666857417,12.091887511814555,-25.311635243838786,-9.105616050502482,-9.095869116308682,0.26946817787583166,-30.92629303061797,-1.3490781467750192,-28.553515984177942,-1.5227193315832928,25.834911123731928,-35.905661590500046,-2.1362486023881804,5.350160139907031,-26.56239990897821,-37.136072634295985,35.60254570924895
79,79,-29.933824604042258,-23.53760564660163,-19.918173503830594,-30.81569875033831,3.5552013953807813,-18.465489971319233,-23.472291873017284,-13.441054429979255,1.5719619528359412,20.902576766334338,-20.99210796203278,43.52238218027186,19.18825079030126,3.5208114048055754,12.470654481576315,-26.015913496050402,-9.397734492177523,-9.281828466552746,0.38534132725035264,-31.601223709823984,-1.4474750809308294,-29.097058782442197,-1.4199412516822363,26.370812742373538,-36.46506680871623,-1.9285780770778902,5.259681900765355,-26.77782283123654,-38.31756265039771,36.30358256093117
80,80,-30.85219890523238,-23.79951191595346,-20.133975228376183,-31.59513217322065,3.2409832190759325,-18.84143470932014,-23.45438381496666,-13.60403919884421,1.7332138828348966,21.351750535010027,-21.236996030812733,44.454302271548315,19.25875879225865,3.17157946900669,12.930213202842285,-26.736323598807598,-9.688858386393784,-9.441339615423743,0.5248284331006592,-32.33335042143794,-1.5154393687412964,-29.714084014194835,-1.2949092363539672,26.84428615150236,-36.990211501964325,-1.683749890151928,5.167005257378957,-26.8993541264928,-39.462013960192124,36.95300305156529
81,81,-31.757574393482972,-23.969515063639943,-20.34036895061551,-32.310870440922635,3.000355675761042,-19.227809405239743,-23.367334055337597,-13.758539891136465,1.9272844598729744,21.755740744566413,-21.42166974976985,45.39913188157153,19.315797426768594,2.8269442989843347,13.473254297393277,-27.49111524019544,-10.024524046542439,-9.602490029428981,0.7464451629808346,-33.09851003022554,-1.5637850082104474,-30.28199648696505,-1.2449184850191541,27.282275363515893,-37.543808258240404,-1.4429800498227014,5.084664032673918,-27.11029671504255,-40.616739013194,37.51695878448466
82,82,-32.68908052358469,-24.092697265516595,-20.620056914973695,-33.00427043869351,2.797894872815645,-19.70839838832492,-23.24869590420983,-13.860597341882125,2.207314279116954,22.180028045826575,-21.62850685347841,46.31036737022798,19.320714174366184,2.3968417321605537,14.004233282550437,-28.30179127386823,-10.312668824487613,-9.752593825790232,0.8886225925977701,-33.9347748418466,-1.5880131904467614,-30.9085758414191,-1.098870861520645,27.800803283343598,-38.13034622598782,-1.1566788566027393,4.999187593271869,-27.31455217590449,-41.727842067775235,38.13201117142588
83,83,-33.56276487940911,-24.124050782009665,-20.907229365802795,-33.6047999482892,2.65596079690832,-20.167417798029142,-23.050647729758996,-13.984467068970426,2.4701865799571343,22.69218890847602,-21.826940791993728,47.282741985570965,19.286976776221987,1.95238699539984,14.470754899624662,-29.149798212492318,-10.58686824566113,-9.869243303039093,1.071071255205764,-34.71533534566013,-1.5285830897684096,-31.49977195700555,-0.9912564167853177,28.414289054278647,-38.697077190809814,-0.8671762144203454,4.983716732199654,-27.591384076552085,-42.820169111326535,38.791481825042766
84,84,-34.50837762321353,-24.100026356474828,-21.225746655750424,-34.217011917752664,2.5669915664686376,-20.652571472310914,-22.94751147812213,-14.17514762685733,2.6781889772085408,23.23789836401973,-22.032360777186096,48.17424162234437,19.25077194819546,1.5742426406164975,14.865431356389454,-30.008239014808506,-10.885689475722918,-9.920724875649485,1.1902242396612452,-35.538406701429,-1.5467972129677778,-32.07902110213424,-0.9225027070670836,28.93792516812954,-39.23722961606047,-0.5985558510151501,4.964517876301002,-27.781803885632403,-43.91384281873517,39.47369283132102
85,85,-35.39929784483368,-24.174426444092557,-21.59798622185147,-34.74838385708233,2.5592344484129215,-21.202575744515883,-22.836642699080723,-14.455809927812332,2.886354675812488,23.779942229031036,-22.152057640839388,49.059325675054055,19.144514413599754,1.1432150559268621,15.287142323111425,-30.800142884676152,-11.215590319125267,-9.917734927740923,1.355436018529598,-36.32514148056775,-1.565248463911699,-32.663098405872105,-0.8342384873042287,29.525312790697225,-39.70546748636126,-0.30031688501791126,4.89680087375758,-27.9282166981218,-45.06211995031314,40.17306753939421
86,86,-36.22526344141489,-24.3151771403431,-22.02918077266872,-35.185882420961235,2.4699671364130773,-21.67609514012677,-22.637572571042277,-14.750961298777717,3.026370006371156,24.37824770040443,-22.325944322280037,50.0270338739377,18.968524810537236,0.7913605583817163,15.743757803295967,-31.603145540223064,-11.475133736337975,-9.827869807817434,1.4374509096185517,-37.040473994041065,-1.6301496056574079,-33.153398633182476,-0.7045423224496372,30.06453998499599,-40.15145152313726,0.025497397736470084,4.782554292850489,-28.086474686307863,-46.28832432319379,40.83099768040719
87,87,-37.07998763804695,-24.412573674050943,-22.525105784953606,-35.7070537483854,2.4501293819745453,-22.10573342223118,-22.473009362867824,-14.982907896565106,3.0779855999619907,25.074859907278512,-22.414247526506042,50.98726302937286,18.736002642346214,0.45297232321543435,16.1517973264705,-32.34527991872122,-11.774973403977281,-9.656868338209827,1.5916584935795013,-37.826552326959515,-1.7406001629281096,-33.70076923861735,-0.6513710547069584,30.702993270159396,-40.58149542311983,0.4380322786999109,4.588111032086423,-28.236222025356554,-47.480120815279946,41.525192488662725
88,88,-38.01085668222648,-24.470800296253103,-23.10350376573392,-36.161444947254715,2.43001689844565,-22.54526277081836,-22.306242798560785,-15.232147194789224,3.167383903760574,25.819556953345298,-22.408747255986885,51.88891396513293,18.58660216760891,0.027245850699918472,16.566441396904356,-33.04699888523458,-12.131905689814044,-9.532263992750435,1.7925194745473874,-38.56324322103541,-1.8669314040915943,-34.185694102092,-0.6608408494696802,31.410570664331026,-41.06448863494804,0.9208916564188729,4.474268664471844,-28.399291131105688,-48.7526253754639,42.14092816093547
89,89,-38.84225340211291,-24.432745592688498,-23.635051647834796,-36.63926466457334,2.4998115984885647,-22.96454651655154,-22.088753097130073,-15.38389904424335,3.3222221069736513,26.527066814794022,-22.346720959409037,52.795971174580444,18.38436255286563,-0.42973194601907694,16.960275841651587,-33.693880725583,-12.566038637375648,-9.44411113656796,1.9493053485956744,-39.398122932468105,-2.078715165672848,-34.58668185352635,-0.7533972740909036,32.199578100858986,-41.48603054060806,1.4971349730742989,4.390849712208552,-28.47738584958571,-49.95358084829921,42.7885249566989
90,90,-39.7505441245079,-24.371171835464462,-24.223141730244652,-37.02781224978174,2.4840171259159307,-23.469710791669137,-21.805735525203822,-15.467058057996626,3.507827331078962,27.21124159692626,-22.191946343519128,53.65063609791065,18.20524295811547,-0.8249832171274487,17.28511558203936,-34.300190870991315,-13.046650082154256,-9.300741956722119,2.022033595451666,-40.145846106611444,-2.2475475683580313,-35.08397048711616,-0.8897226563063331,32.987794234643324,-41.902061371280745,2.051445186658946,4.332832201057418,-28.482131789214552,-51.190092772542776,43.46051007761604
91,91,-40.74228455633346,-24.292382952567053,-24.814253558099352,-37.4628168053125,2.5286511992734866,-24.006573494574543,-21.573965275505323,-15.494176425351089,3.7288489708150743,27.87601153457448,-22.042220106528408,54.44621408980484,18.110129555787886,-1.232057533165892,17.511418947140978,-34.836145929197016,-13.553641283012087,-9.20604853278685,2.1047552560595335,-40.857398073071764,-2.47499791517174,-35.485960375092674,-1.1238766351371088,33.868017098115736,-42.28365263600107,2.5752347470569044,4.300212408194142,-28.561869986868942,-52.47612498835893,44.03342332055627
92,92,-41.68370155711414,-24.139257044405028,-25.471876020091383,-37.82088932654538,2.4952710260506734,-24.560103035439994,-21.436554187427774,-15.447444047308913,3.892463149745435,28.5148627018166,-21.95218808668106,55.20344456889844,18.025765235646595,-1.5790772030348617,17.80973833525138,-35.3232574689361,-14.111172010965124,-9.073720120157484,2.165426603690444,-41.506740147212724,-2.6984407309566074,-35.98113583854897,-1.380856499269429,34.83834814135726,-42.63968644315099,3.0905579616861796,4.272130436248501,-28.717547625094753,-53.73051396599049,44.587483638021475
93,93,-42.53323711121738,-23.94612686674341,-26.209747349371263,-38.25771108159986,2.5220724342126046,-25.189480952866788,-21.35438508084307,-15.35041891310062,3.9791699333174577,29.20328321250693,-21.945390012234284,55.905770411909266,17.95445584124669,-2.0041802357543266,18.104871477352695,-35.73325210913849,-14.635924341709513,-9.037096015802705,2.1385515660852423,-42.088812723568424,-2.9538624272403133,-36.5022531170511,-1.6046739493703048,35.88022334293974,-43.02290560043245,3.544883588824432,4.220430277955732,-28.88403868010794,-55.03235978611525,45.14520502951125
94,94,-43.381250942308384,-23.75014344483746,-26.996467943221585,-38.61479117089517,2.4853464350889922,-25.875269024559373,-21.328566880819228,-15.297723474794438,3.972864054308594,29.831471729743548,-21.846940197968443,56.60674271497429,17.80699558308429,-2.363802231042155,18.314364457644253,-36.212362424411815,-15.145788211431451,-8.978617602405514,2.0786228633718324,-42.70094084722072,-3.244777105237222,-37.113360228627904,-1.7325867394418224,36.89879895888885,-43.33310567532824,4.042633531788967,4.239402914942345,-29.02466610090637,-56.34733235086294,45.740381974022405
95,95,-44.16301142663604,-23.55587295490074,-27.74857012050568,-39.04257252289197,2.376509521689173,-26.495425260488922,-21.315092897015496,-15.280333182362966,4.003311054615449,30.369662180376764,-21.750748074406438,57.2207010170511,17.5736595074429,-2.667234074565823,18.47027847927536,-36.76087056458211,-15.691401040054112,-8.950101788708322,2.0064163398319925,-43.38709513761624,-3.6230998647709614,-37.8042045918819,-1.8398656727250549,37.95817419853613,-43.71163231336036,4.549112712490081,4.234959162340357,-29.265237872257924,-57.57167772009216,46.378848888063494
96,96,-45.021137420729865,-23.28341705879566,-28.550323748423246,-39.51422417772241,2.3412924370946775,-27.041057046505927,-21.216802451993363,-15.3094807388432,4.09779671208284,31.00013179571605,-21.745806506935505,57.85748452588061,17.355197024020644,-2.9329206242459014,18.660833569241387,-37.32140661309969,-16.27408529645635,-8.989149976306347,1.9034856175930803,-43.99432632210438,-4.051763824849573,-38.41898418196387,-1.9510621501851513,38.9379181561853,-44.00427900317947,4.957064406647934,4.142366772868026,-29.47421828094078,-58.81998621301,47.03895262452578
97,97,-45.79129327938588,-23.06133345071869,-29.289971624402842,-39.98188141262514,2.351068733482669,-27.493146281767245,-21.170087400634632,-15.396315721758352,4.108404471254036,31.713447692788762,-21.6603959705045,58.47729126936119,17.10544903746811,-3.2380321820090248,18.804908775982724,-37.81258076234032,-16.830475644618495,-9.029343822605497,1.716068908959274,-44.58178115275054,-4.562941241552404,-39.106421126498205,-2.0358359543686815,39.89709394659337,-44.395257654766326,5.288869594362307,3.9936816263642174,-29.73783073497885,-60.068347543571925,47.60961367352206
